,Row.names,Kingdom,Phylum,Class,Order,Family,Genus,Species,rab.all,rab.win.female,rab.win.male,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH,Treatment,Group,Study,direct,id
63,892491fdeb936adbcff225e26ae6c5df,d__Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae_FCS020_group,uncultured_bacterium,10.58333819,9.775633849,10.8231114,1.216118313,2.779775677,0.331616455,0.307937522,0.001589975,0.174802134,2.99025047668745e-05,0.005321134,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
64,8d38eab2c38b24f6c148059d00e838b0,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,12.81502011,11.79404239,13.0190526,1.165626403,3.322543177,0.282950459,0.299968124,0.000714201,0.11090444,2.50502860577931e-05,0.004833511,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
65,8f98fb8693ed59c21399d83ce2d10724,d__Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,NA,12.3464846,14.32444285,11.23054903,-2.433766653,6.233694064,-0.452484253,0.273915819,7.67988113069273e-08,8.29817668900612e-05,7.7757619528461e-07,0.000284777,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
69,b306a9fdb387b85b3d7295e04380cbd9,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,6.700503365,8.622774937,5.930300323,-1.755495082,7.509042392,-0.255736671,0.283482145,0.010216732,0.373395927,1.35335124260717e-05,0.003225204,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Negative,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Negative
71,b389fbbd736a1d40ab3b5098a7614d13,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae_UCG-001,uncultured_Bacteroidales,10.23147475,8.580585239,10.51793324,2.030468041,2.304418182,0.697304856,0.12723215,5.66811232722927e-06,0.005362563,7.45378805244541e-15,1.76505701081907e-11,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
73,df45ff114fca650e2150e761e33d947f,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_Bacteroidales,14.18576107,13.58811469,14.39011798,0.744733481,1.408624956,0.409170739,0.267134207,0.001793073,0.194081437,1.50598694861696e-06,0.000817497,treatment,Smad3-/-_healthy_SFB+_fecal,Wolfe et al. 2020,Positive,Smad3-/-_healthy_SFB+_fecal_Wolfe et al. 2020_Positive
520,00a7b0037094adc4a8f638508824284b,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae_RC9_gut_group,NA,8.461397266,6.203108113,9.959566394,3.4497712,1.712838241,1.970568402,0.015597038,6.43350881094577e-05,0.012953326,0.000114979,0.011496643,treatment,Symbiotic-T0,Pizarro et al. 2021,Positive,Symbiotic-T0_Pizarro et al. 2021_Positive
523,1b18df940027dc40b173be56b5b2c39a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,6.892263275,8.591036425,6.004125447,-2.59986951,1.654138289,-1.585970334,0.027345162,0.000360443,0.032498591,0.000138189,0.013818654,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
528,54f3fa8080e96ee8c48b77627ac0ae3a,d__Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA,9.913617537,12.08348507,7.707065947,-4.300878239,1.822943513,-2.27076219,0.035157339,4.71238023173025e-06,0.001513054,8.81981580510716e-05,0.011135772,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
533,6b952a73de08f9fe604db1f30be44133,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured_bacterium,7.967307603,6.421511953,9.173735824,2.662178822,1.384125003,1.821683052,0.017580344,0.000390307,0.034862036,0.000147473,0.013273648,treatment,Symbiotic-T0,Pizarro et al. 2021,Positive,Symbiotic-T0_Pizarro et al. 2021_Positive
538,ba14674a604faae7a83e0ab9d7151dcd,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,0.139118866,7.567672098,-2.352486254,-10.0193787,2.910086292,-3.483281462,0.000137056,9.08372987463123e-06,0.001129633,0,0,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
539,d60fd161c4e9b0fd043ea7d1eb49d344,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,5.106711908,7.664117639,2.724592567,-4.800309615,2.612295189,-1.717989329,0.037038065,0.000925059,0.038833175,0.000125691,0.013003714,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
540,da6a820d6236082bbee9da8395ecc162,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,7.87263598,9.885966757,6.956023336,-2.916351367,1.56264636,-1.806898249,0.046875806,3.61736244957923e-05,0.005827428,0.000167826,0.015572602,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
542,e3acd1847381805fd9cf7f67f238c142,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,unidentified,7.626950977,6.244068581,9.426522338,3.364003559,2.119703765,1.640206194,0.001972734,0.000597591,0.044238752,5.21333241921478e-05,0.008819184,treatment,Symbiotic-T0,Pizarro et al. 2021,Positive,Symbiotic-T0_Pizarro et al. 2021_Positive
544,f03dffd2e63efb9a0dbc61f7ffa6fe0a,d__Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculaceae,uncultured_bacterium,3.504228061,8.159314344,-2.194657152,-10.58048902,3.423007032,-2.738851431,0.005854653,1.4715005604668e-05,0.002576874,2.2852964029374e-05,0.00476525,treatment,Symbiotic-T0,Pizarro et al. 2021,Negative,Symbiotic-T0_Pizarro et al. 2021_Negative
